"ensembl_gene_id"	"external_gene_name"	"gene_biotype"
"80"	"ENSG00000116685"	"KIAA2013"	"protein_coding"
"81"	"ENSG00000116688"	"MFN2"	"protein_coding"
"82"	"ENSG00000116691"	"MIIP"	"protein_coding"
"83"	"ENSG00000116731"	"PRDM2"	"protein_coding"
"84"	"ENSG00000116771"	"AGMAT"	"protein_coding"
"85"	"ENSG00000116786"	"PLEKHM2"	"protein_coding"
"86"	"ENSG00000116809"	"ZBTB17"	"protein_coding"
"87"	"ENSG00000117115"	"PADI2"	"protein_coding"
"88"	"ENSG00000117118"	"SDHB"	"protein_coding"
"89"	"ENSG00000117154"	"IGSF21"	"protein_coding"
"90"	"ENSG00000117245"	"KIF17"	"protein_coding"
"91"	"ENSG00000117298"	"ECE1"	"protein_coding"
"92"	"ENSG00000117305"	"HMGCL"	"protein_coding"
"93"	"ENSG00000117308"	"GALE"	"protein_coding"
"94"	"ENSG00000117318"	"ID3"	"protein_coding"
"95"	"ENSG00000117602"	"RCAN3"	"protein_coding"
"96"	"ENSG00000117614"	"SYF2"	"protein_coding"
"97"	"ENSG00000117616"	"RSRP1"	"protein_coding"
"98"	"ENSG00000117632"	"STMN1"	"protein_coding"
"99"	"ENSG00000117640"	"MTFR1L"	"protein_coding"
"100"	"ENSG00000117643"	"MAN1C1"	"protein_coding"
"101"	"ENSG00000117676"	"RPS6KA1"	"protein_coding"
"102"	"ENSG00000117682"	"DHDDS"	"protein_coding"
"103"	"ENSG00000117713"	"ARID1A"	"protein_coding"
"104"	"ENSG00000117748"	"RPA2"	"protein_coding"
"105"	"ENSG00000117751"	"PPP1R8"	"protein_coding"
"106"	"ENSG00000117758"	"STX12"	"protein_coding"
"107"	"ENSG00000120656"	"TAF12"	"protein_coding"
"108"	"ENSG00000120937"	"NPPB"	"protein_coding"
"109"	"ENSG00000120942"	"UBIAD1"	"protein_coding"
"110"	"ENSG00000120948"	"TARDBP"	"protein_coding"
"111"	"ENSG00000121753"	"ADGRB2"	"protein_coding"
"112"	"ENSG00000121766"	"ZCCHC17"	"protein_coding"
"113"	"ENSG00000121769"	"FABP3"	"protein_coding"
"114"	"ENSG00000121774"	"KHDRBS1"	"protein_coding"
"115"	"ENSG00000121775"	"TMEM39B"	"protein_coding"
"116"	"ENSG00000121900"	"TMEM54"	"protein_coding"
"117"	"ENSG00000121905"	"HPCA"	"protein_coding"
"118"	"ENSG00000125944"	"HNRNPR"	"protein_coding"
"119"	"ENSG00000125945"	"ZNF436"	"protein_coding"
"120"	"ENSG00000126698"	"DNAJC8"	"protein_coding"
"121"	"ENSG00000126705"	"AHDC1"	"protein_coding"
"122"	"ENSG00000126709"	"IFI6"	"protein_coding"
"123"	"ENSG00000127054"	"INTS11"	"protein_coding"
"124"	"ENSG00000127423"	"AUNIP"	"protein_coding"
"125"	"ENSG00000127463"	"EMC1"	"protein_coding"
"126"	"ENSG00000127472"	"PLA2G5"	"protein_coding"
"127"	"ENSG00000127481"	"UBR4"	"protein_coding"
"128"	"ENSG00000127483"	"HP1BP3"	"protein_coding"
"129"	"ENSG00000130695"	"CEP85"	"protein_coding"
"130"	"ENSG00000130762"	"ARHGEF16"	"protein_coding"
"131"	"ENSG00000130764"	"LRRC47"	"protein_coding"
"132"	"ENSG00000130766"	"SESN2"	"protein_coding"
"133"	"ENSG00000130770"	"ATP5IF1"	"protein_coding"
"134"	"ENSG00000130772"	"MED18"	"protein_coding"
"135"	"ENSG00000130775"	"THEMIS2"	"protein_coding"
"136"	"ENSG00000130939"	"UBE4B"	"protein_coding"
"137"	"ENSG00000130940"	"CASZ1"	"protein_coding"
"138"	"ENSG00000131584"	"ACAP3"	"protein_coding"
"139"	"ENSG00000131591"	"C1orf159"	"protein_coding"
"140"	"ENSG00000131697"	"NPHP4"	"protein_coding"
"141"	"ENSG00000132879"	"FBXO44"	"protein_coding"
"142"	"ENSG00000132881"	"CPLANE2"	"protein_coding"
"143"	"ENSG00000132906"	"CASP9"	"protein_coding"
"144"	"ENSG00000133216"	"EPHB2"	"protein_coding"
"145"	"ENSG00000133226"	"SRRM1"	"protein_coding"
"146"	"ENSG00000134644"	"PUM1"	"protein_coding"
"147"	"ENSG00000134684"	"YARS"	"protein_coding"
"148"	"ENSG00000142583"	"SLC2A5"	"protein_coding"
"149"	"ENSG00000142599"	"RERE"	"protein_coding"
"150"	"ENSG00000142606"	"MMEL1"	"protein_coding"
"151"	"ENSG00000142609"	"CFAP74"	"protein_coding"
"152"	"ENSG00000142611"	"PRDM16"	"protein_coding"
"153"	"ENSG00000142615"	"CELA2A"	"protein_coding"
"154"	"ENSG00000142621"	"FHAD1"	"protein_coding"
"155"	"ENSG00000142627"	"EPHA2"	"protein_coding"
"156"	"ENSG00000142632"	"ARHGEF19"	"protein_coding"
"157"	"ENSG00000142634"	"EFHD2"	"protein_coding"
"158"	"ENSG00000142655"	"PEX14"	"protein_coding"
"159"	"ENSG00000142657"	"PGD"	"protein_coding"
"160"	"ENSG00000142669"	"SH3BGRL3"	"protein_coding"
"161"	"ENSG00000142675"	"CNKSR1"	"protein_coding"
"162"	"ENSG00000142676"	"RPL11"	"protein_coding"
"163"	"ENSG00000142684"	"ZNF593"	"protein_coding"
"164"	"ENSG00000142733"	"MAP3K6"	"protein_coding"
"165"	"ENSG00000142748"	"FCN3"	"protein_coding"
"166"	"ENSG00000142751"	"GPN2"	"protein_coding"
"167"	"ENSG00000142765"	"SYTL1"	"protein_coding"
"168"	"ENSG00000142784"	"WDTC1"	"protein_coding"
"169"	"ENSG00000142794"	"NBPF3"	"protein_coding"
"170"	"ENSG00000142798"	"HSPG2"	"protein_coding"
"171"	"ENSG00000142910"	"TINAGL1"	"protein_coding"
"172"	"ENSG00000142920"	"AZIN2"	"protein_coding"
"173"	"ENSG00000149527"	"PLCH2"	"protein_coding"
"174"	"ENSG00000157191"	"NECAP2"	"protein_coding"
"175"	"ENSG00000157870"	"PRXL2B"	"protein_coding"
"176"	"ENSG00000157873"	"TNFRSF14"	"protein_coding"
"177"	"ENSG00000157881"	"PANK4"	"protein_coding"
"178"	"ENSG00000157911"	"PEX10"	"protein_coding"
"179"	"ENSG00000157916"	"RER1"	"protein_coding"
"180"	"ENSG00000157933"	"SKI"	"protein_coding"
"181"	"ENSG00000157978"	"LDLRAP1"	"protein_coding"
"182"	"ENSG00000158006"	"PAFAH2"	"protein_coding"
"183"	"ENSG00000158008"	"EXTL1"	"protein_coding"
"184"	"ENSG00000158062"	"UBXN11"	"protein_coding"
"185"	"ENSG00000158109"	"TPRG1L"	"protein_coding"
"186"	"ENSG00000158156"	"XKR8"	"protein_coding"
"187"	"ENSG00000158161"	"EYA3"	"protein_coding"
"188"	"ENSG00000158195"	"WASF2"	"protein_coding"
"189"	"ENSG00000158246"	"TENT5B"	"protein_coding"
"190"	"ENSG00000158286"	"RNF207"	"protein_coding"
"191"	"ENSG00000158292"	"GPR153"	"protein_coding"
"192"	"ENSG00000158747"	"NBL1"	"protein_coding"
"193"	"ENSG00000158748"	"HTR6"	"protein_coding"
"194"	"ENSG00000158825"	"CDA"	"protein_coding"
"195"	"ENSG00000158828"	"PINK1"	"protein_coding"
"196"	"ENSG00000159023"	"EPB41"	"protein_coding"
"197"	"ENSG00000159189"	"C1QC"	"protein_coding"
"198"	"ENSG00000159339"	"PADI4"	"protein_coding"
"199"	"ENSG00000159363"	"ATP13A2"	"protein_coding"
"200"	"ENSG00000159423"	"ALDH4A1"	"protein_coding"
"201"	"ENSG00000160049"	"DFFA"	"protein_coding"
"202"	"ENSG00000160050"	"CCDC28B"	"protein_coding"
"203"	"ENSG00000160051"	"IQCC"	"protein_coding"
"204"	"ENSG00000160055"	"TMEM234"	"protein_coding"
"205"	"ENSG00000160058"	"BSDC1"	"protein_coding"
"206"	"ENSG00000160062"	"ZBTB8A"	"protein_coding"
"207"	"ENSG00000160072"	"ATAD3B"	"protein_coding"
"208"	"ENSG00000160075"	"SSU72"	"protein_coding"
"209"	"ENSG00000160087"	"UBE2J2"	"protein_coding"
"210"	"ENSG00000160097"	"FNDC5"	"protein_coding"
"211"	"ENSG00000162408"	"NOL9"	"protein_coding"
"212"	"ENSG00000162413"	"KLHL21"	"protein_coding"
"213"	"ENSG00000162419"	"GMEB1"	"protein_coding"
"214"	"ENSG00000162426"	"SLC45A1"	"protein_coding"
"215"	"ENSG00000162430"	"SELENON"	"protein_coding"
"216"	"ENSG00000162438"	"CTRC"	"protein_coding"
"217"	"ENSG00000162441"	"LZIC"	"protein_coding"
"218"	"ENSG00000162444"	"RBP7"	"protein_coding"
"219"	"ENSG00000162458"	"FBLIM1"	"protein_coding"
"220"	"ENSG00000162461"	"SLC25A34"	"protein_coding"
"221"	"ENSG00000162482"	"AKR7A3"	"protein_coding"
"222"	"ENSG00000162490"	"DRAXIN"	"protein_coding"
"223"	"ENSG00000162493"	"PDPN"	"protein_coding"
"224"	"ENSG00000162494"	"LRRC38"	"protein_coding"
"225"	"ENSG00000162496"	"DHRS3"	"protein_coding"
"226"	"ENSG00000162510"	"MATN1"	"protein_coding"
"227"	"ENSG00000162511"	"LAPTM5"	"protein_coding"
"228"	"ENSG00000162512"	"SDC3"	"protein_coding"
"229"	"ENSG00000162517"	"PEF1"	"protein_coding"
"230"	"ENSG00000162520"	"SYNC"	"protein_coding"
"231"	"ENSG00000162521"	"RBBP4"	"protein_coding"
"232"	"ENSG00000162522"	"KIAA1522"	"protein_coding"
"233"	"ENSG00000162526"	"TSSK3"	"protein_coding"
"234"	"ENSG00000162542"	"TMCO4"	"protein_coding"
"235"	"ENSG00000162543"	"UBXN10"	"protein_coding"
"236"	"ENSG00000162545"	"CAMK2N1"	"protein_coding"
"237"	"ENSG00000162551"	"ALPL"	"protein_coding"
"238"	"ENSG00000162552"	"WNT4"	"protein_coding"
"239"	"ENSG00000162572"	"SCNN1D"	"protein_coding"
"240"	"ENSG00000162576"	"MXRA8"	"protein_coding"
"241"	"ENSG00000162585"	"FAAP20"	"protein_coding"
"242"	"ENSG00000162591"	"MEGF6"	"protein_coding"
"243"	"ENSG00000168528"	"SERINC2"	"protein_coding"
"244"	"ENSG00000169403"	"PTAFR"	"protein_coding"
"245"	"ENSG00000169442"	"CD52"	"protein_coding"
"246"	"ENSG00000169504"	"CLIC4"	"protein_coding"
"247"	"ENSG00000169598"	"DFFB"	"protein_coding"
"248"	"ENSG00000169641"	"LUZP1"	"protein_coding"
"249"	"ENSG00000169885"	"CALML6"	"protein_coding"
"250"	"ENSG00000169914"	"OTUD3"	"protein_coding"
"251"	"ENSG00000169962"	"TAS1R3"	"protein_coding"
"252"	"ENSG00000169972"	"PUSL1"	"protein_coding"
"253"	"ENSG00000169991"	"IFFO2"	"protein_coding"
"254"	"ENSG00000171603"	"CLSTN1"	"protein_coding"
"255"	"ENSG00000171608"	"PIK3CD"	"protein_coding"
"256"	"ENSG00000171612"	"SLC25A33"	"protein_coding"
"257"	"ENSG00000171621"	"SPSB1"	"protein_coding"
"258"	"ENSG00000171680"	"PLEKHG5"	"protein_coding"
"259"	"ENSG00000171729"	"TMEM51"	"protein_coding"
"260"	"ENSG00000171735"	"CAMTA1"	"protein_coding"
"261"	"ENSG00000171819"	"ANGPTL7"	"protein_coding"
"262"	"ENSG00000171824"	"EXOSC10"	"protein_coding"
"263"	"ENSG00000173369"	"C1QB"	"protein_coding"
"264"	"ENSG00000173372"	"C1QA"	"protein_coding"
"265"	"ENSG00000173436"	"MINOS1"	"protein_coding"
"266"	"ENSG00000173614"	"NMNAT1"	"protein_coding"
"267"	"ENSG00000173641"	"HSPB7"	"protein_coding"
"268"	"ENSG00000175087"	"PDIK1L"	"protein_coding"
"269"	"ENSG00000175130"	"MARCKSL1"	"protein_coding"
"270"	"ENSG00000175147"	"TMEM51-AS1"	"antisense"
"271"	"ENSG00000175206"	"NPPA"	"protein_coding"
"272"	"ENSG00000175279"	"CENPS"	"protein_coding"
"273"	"ENSG00000175707"	"KDF1"	"protein_coding"
"274"	"ENSG00000175756"	"AURKAIP1"	"protein_coding"
"275"	"ENSG00000175793"	"SFN"	"protein_coding"
"276"	"ENSG00000176022"	"B3GALT6"	"protein_coding"
"277"	"ENSG00000176261"	"ZBTB8OS"	"protein_coding"
"278"	"ENSG00000177000"	"MTHFR"	"protein_coding"
"279"	"ENSG00000177133"	"LINC00982"	"antisense"
"280"	"ENSG00000177674"	"AGTRAP"	"protein_coding"
"281"	"ENSG00000177757"	"FAM87B"	"lincRNA"
"282"	"ENSG00000178585"	"CTNNBIP1"	"protein_coding"
"283"	"ENSG00000178715"	"AL450998.1"	"processed_pseudogene"
"284"	"ENSG00000178821"	"TMEM52"	"protein_coding"
"285"	"ENSG00000179051"	"RCC2"	"protein_coding"
"286"	"ENSG00000179163"	"FUCA1"	"protein_coding"
"287"	"ENSG00000179403"	"VWA1"	"protein_coding"
"288"	"ENSG00000179546"	"HTR1D"	"protein_coding"
"289"	"ENSG00000179743"	"FLJ37453"	"antisense"
"290"	"ENSG00000180098"	"TRNAU1AP"	"protein_coding"
"291"	"ENSG00000180198"	"RCC1"	"protein_coding"
"292"	"ENSG00000180758"	"GPR157"	"protein_coding"
"293"	"ENSG00000181773"	"GPR3"	"protein_coding"
"294"	"ENSG00000182749"	"PAQR7"	"protein_coding"
"295"	"ENSG00000182873"	"PRKCZ-AS1"	"antisense"
"296"	"ENSG00000183114"	"FAM43B"	"protein_coding"
"297"	"ENSG00000183615"	"FAM167B"	"protein_coding"
"298"	"ENSG00000183726"	"TMEM50A"	"protein_coding"
"299"	"ENSG00000183888"	"SRARP"	"protein_coding"
"300"	"ENSG00000184007"	"PTP4A2"	"protein_coding"
"301"	"ENSG00000184163"	"C1QTNF12"	"protein_coding"
"302"	"ENSG00000184677"	"ZBTB40"	"protein_coding"
"303"	"ENSG00000185436"	"IFNLR1"	"protein_coding"
"304"	"ENSG00000185519"	"FAM131C"	"protein_coding"
"305"	"ENSG00000186056"	"MATN1-AS1"	"antisense"
"306"	"ENSG00000186301"	"MST1P2"	"unprocessed_pseudogene"
"307"	"ENSG00000186501"	"TMEM222"	"protein_coding"
"308"	"ENSG00000186715"	"MST1L"	"transcribed_unprocessed_pseudogene"
"309"	"ENSG00000186827"	"TNFRSF4"	"protein_coding"
"310"	"ENSG00000186891"	"TNFRSF18"	"protein_coding"
"311"	"ENSG00000187017"	"ESPN"	"protein_coding"
"312"	"ENSG00000187608"	"ISG15"	"protein_coding"
"313"	"ENSG00000187634"	"SAMD11"	"protein_coding"
"314"	"ENSG00000187642"	"PERM1"	"protein_coding"
"315"	"ENSG00000187730"	"GABRD"	"protein_coding"
"316"	"ENSG00000187952"	"HS6ST1P1"	"processed_pseudogene"
"317"	"ENSG00000187961"	"KLHL17"	"protein_coding"
"318"	"ENSG00000188060"	"RAB42"	"protein_coding"
"319"	"ENSG00000188157"	"AGRN"	"protein_coding"
"320"	"ENSG00000188257"	"PLA2G2A"	"protein_coding"
"321"	"ENSG00000188290"	"HES4"	"protein_coding"
"322"	"ENSG00000188529"	"SRSF10"	"protein_coding"
"323"	"ENSG00000188672"	"RHCE"	"protein_coding"
"324"	"ENSG00000188807"	"TMEM201"	"protein_coding"
"325"	"ENSG00000188976"	"NOC2L"	"protein_coding"
"326"	"ENSG00000189266"	"PNRC2"	"protein_coding"
"327"	"ENSG00000189337"	"KAZN"	"protein_coding"
"328"	"ENSG00000189339"	"SLC35E2B"	"protein_coding"
"329"	"ENSG00000189410"	"SH2D5"	"protein_coding"
"330"	"ENSG00000196581"	"AJAP1"	"protein_coding"
"331"	"ENSG00000197245"	"FAM110D"	"protein_coding"
"332"	"ENSG00000197312"	"DDI2"	"protein_coding"
"333"	"ENSG00000197530"	"MIB2"	"protein_coding"
"334"	"ENSG00000197785"	"ATAD3A"	"protein_coding"
"335"	"ENSG00000197921"	"HES5"	"protein_coding"
"336"	"ENSG00000197989"	"SNHG12"	"antisense"
"337"	"ENSG00000198492"	"YTHDF2"	"protein_coding"
"338"	"ENSG00000198744"	"MTCO3P12"	"unprocessed_pseudogene"
"339"	"ENSG00000198746"	"GPATCH3"	"protein_coding"
"340"	"ENSG00000198793"	"MTOR"	"protein_coding"
"341"	"ENSG00000198830"	"HMGN2"	"protein_coding"
"342"	"ENSG00000198912"	"C1orf174"	"protein_coding"
"343"	"ENSG00000200087"	"SNORA73B"	"snoRNA"
"344"	"ENSG00000204138"	"PHACTR4"	"protein_coding"
"345"	"ENSG00000204160"	"ZDHHC18"	"protein_coding"
"346"	"ENSG00000204178"	"MACO1"	"protein_coding"
"347"	"ENSG00000204219"	"TCEA3"	"protein_coding"
"348"	"ENSG00000204624"	"DISP3"	"protein_coding"
"349"	"ENSG00000204859"	"ZBTB48"	"protein_coding"
"350"	"ENSG00000205090"	"TMEM240"	"protein_coding"
"351"	"ENSG00000205116"	"TMEM88B"	"protein_coding"
"352"	"ENSG00000211454"	"AKR7L"	"polymorphic_pseudogene"
"353"	"ENSG00000215014"	"AL645728.1"	"processed_transcript"
"354"	"ENSG00000215788"	"TNFRSF25"	"protein_coding"
"355"	"ENSG00000215790"	"SLC35E2A"	"protein_coding"
"356"	"ENSG00000215908"	"CROCCP2"	"transcribed_unprocessed_pseudogene"
"357"	"ENSG00000215912"	"TTC34"	"protein_coding"
"358"	"ENSG00000215915"	"ATAD3C"	"protein_coding"
"359"	"ENSG00000217801"	"AL390719.1"	"transcribed_unprocessed_pseudogene"
"360"	"ENSG00000218510"	"LINC00339"	"processed_transcript"
"361"	"ENSG00000219481"	"NBPF1"	"protein_coding"
"362"	"ENSG00000220785"	"MTMR9LP"	"transcribed_unprocessed_pseudogene"
"363"	"ENSG00000221978"	"CCNL2"	"protein_coding"
"364"	"ENSG00000222046"	"DCDC2B"	"protein_coding"
"365"	"ENSG00000223382"	"LINC01778"	"lincRNA"
"366"	"ENSG00000223663"	"NDUFB4P8"	"processed_pseudogene"
"367"	"ENSG00000223764"	"LINC02593"	"lincRNA"
"368"	"ENSG00000224051"	"CPTP"	"protein_coding"
"369"	"ENSG00000224066"	"AL049795.1"	"antisense"
"370"	"ENSG00000224183"	"SDHDP6"	"processed_pseudogene"
"371"	"ENSG00000224387"	"AL139246.1"	"antisense"
"372"	"ENSG00000224870"	"MRPL20-AS1"	"processed_transcript"
"373"	"ENSG00000224969"	"AL645608.1"	"antisense"
"374"	"ENSG00000225285"	"LINC01770"	"lincRNA"
"375"	"ENSG00000225630"	"MTND2P28"	"unprocessed_pseudogene"
"376"	"ENSG00000225643"	"AL606491.1"	"lincRNA"
"377"	"ENSG00000225828"	"FAM229A"	"protein_coding"
"378"	"ENSG00000225880"	"LINC00115"	"lincRNA"
"379"	"ENSG00000225905"	"AL391244.1"	"antisense"
"380"	"ENSG00000225972"	"MTND1P23"	"unprocessed_pseudogene"
"381"	"ENSG00000225986"	"UBXN10-AS1"	"antisense"
"382"	"ENSG00000226029"	"LINC01772"	"lincRNA"
"383"	"ENSG00000226396"	"AL031727.1"	"processed_pseudogene"
"384"	"ENSG00000226849"	"AL109811.1"	"antisense"
"385"	"ENSG00000226944"	"AL031847.1"	"antisense"
"386"	"ENSG00000227001"	"NBPF2P"	"unprocessed_pseudogene"
"387"	"ENSG00000227232"	"WASH7P"	"unprocessed_pseudogene"
"388"	"ENSG00000227372"	"TP73-AS1"	"transcribed_unitary_pseudogene"
"389"	"ENSG00000227775"	"AL031282.1"	"transcribed_processed_pseudogene"
"390"	"ENSG00000228037"	"AL139246.3"	"lincRNA"
"391"	"ENSG00000228327"	"AL669831.1"	"transcribed_unprocessed_pseudogene"
"392"	"ENSG00000228463"	"AP006222.1"	"transcribed_processed_pseudogene"
"393"	"ENSG00000228549"	"BX284668.2"	"lincRNA"
"394"	"ENSG00000228589"	"SPCS2P4"	"processed_pseudogene"
"395"	"ENSG00000228594"	"FNDC10"	"protein_coding"
"396"	"ENSG00000228794"	"LINC01128"	"processed_transcript"
"397"	"ENSG00000229044"	"AL451070.1"	"antisense"
"398"	"ENSG00000229344"	"MTCO2P12"	"unprocessed_pseudogene"
"399"	"ENSG00000229388"	"LINC01715"	"lincRNA"
"400"	"ENSG00000229393"	"AL139246.4"	"antisense"
"401"	"ENSG00000229447"	"AC114495.2"	"processed_pseudogene"
"402"	"ENSG00000230092"	"AL669831.4"	"transcribed_unprocessed_pseudogene"
"403"	"ENSG00000230337"	"EXOSC10-AS1"	"antisense"
"404"	"ENSG00000230415"	"LINC01786"	"lincRNA"
"405"	"ENSG00000230424"	"EMC1-AS1"	"antisense"
"406"	"ENSG00000230699"	"AL645608.2"	"lincRNA"
"407"	"ENSG00000231050"	"AL109917.1"	"antisense"
"408"	"ENSG00000231181"	"AL954705.1"	"processed_pseudogene"
"409"	"ENSG00000232456"	"AL355994.2"	"unprocessed_pseudogene"
"410"	"ENSG00000232912"	"RERE-AS1"	"antisense"
"411"	"ENSG00000233304"	"LINC01346"	"lincRNA"
"412"	"ENSG00000233542"	"AL391845.2"	"antisense"
"413"	"ENSG00000233750"	"CICP27"	"processed_pseudogene"
"414"	"ENSG00000233929"	"MT1XP1"	"processed_pseudogene"
"415"	"ENSG00000233954"	"UQCRHL"	"protein_coding"
"416"	"ENSG00000235084"	"CHCHD2P6"	"processed_pseudogene"
"417"	"ENSG00000235098"	"ANKRD65"	"protein_coding"
"418"	"ENSG00000235169"	"SMIM1"	"protein_coding"
"419"	"ENSG00000235241"	"BX284668.4"	"processed_pseudogene"
"420"	"ENSG00000235790"	"AC114488.2"	"antisense"
"421"	"ENSG00000235912"	"AL031729.1"	"processed_pseudogene"
"422"	"ENSG00000236155"	"AL355877.1"	"transcribed_unprocessed_pseudogene"
"423"	"ENSG00000236266"	"Z98884.1"	"antisense"
"424"	"ENSG00000236679"	"RPL23AP24"	"processed_pseudogene"
"425"	"ENSG00000236698"	"EIF1AXP1"	"processed_pseudogene"
"426"	"ENSG00000236782"	"AL391650.1"	"protein_coding"
"427"	"ENSG00000236810"	"ELOA-AS1"	"antisense"
"428"	"ENSG00000236963"	"LINC01141"	"lincRNA"
"429"	"ENSG00000237276"	"ANO7L1"	"transcribed_unprocessed_pseudogene"
"430"	"ENSG00000237301"	"AL121992.1"	"antisense"
"431"	"ENSG00000237429"	"BX293535.1"	"antisense"
"432"	"ENSG00000237436"	"CAMTA1-DT"	"antisense"
"433"	"ENSG00000237491"	"AL669831.5"	"lincRNA"
"434"	"ENSG00000237938"	"AL450998.2"	"antisense"
"435"	"ENSG00000237973"	"MTCO1P12"	"unprocessed_pseudogene"
"436"	"ENSG00000238142"	"BX284668.5"	"lincRNA"
"437"	"ENSG00000238164"	"TNFRSF14-AS1"	"antisense"
"438"	"ENSG00000238260"	"AL513320.1"	"antisense"
"439"	"ENSG00000239149"	"SNORA59A"	"snoRNA"
"440"	"ENSG00000240409"	"MTATP8P1"	"unprocessed_pseudogene"
